longitude,latitude,basin,region,district_code,public_meeting,permit,extraction_type,management,payment,water_quality,quantity,source,waterpoint_type,pop_log,age,status_group
37.0,-7.6,Rufiji,Morogoro,D1,True,True,gravity,wug,pay when scheme fails,soft,enough,river,communal standpipe,4.605170185988092,0,functional
35.76,-8.1,Rufiji,Iringa,D7,True,True,gravity,vwc,never pay,soft,enough,river,communal standpipe,6.396929655216146,37,non functional
38.99,-8.31,Rufiji,Pwani,D53,True,True,gravity,vwc,never pay,soft,enough,spring,other,4.787491742782046,12,non functional
36.42,-3.76,Pangani,Arusha,D1,False,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,5.225746673713202,13,functional
37.54,-6.97,Wami / Ruvu,Morogoro,D6,True,True,gravity,vwc,never pay,soft,enough,river,communal standpipe,5.438079308923196,51,non functional
33.84,-9.24,Lake Nyasa,Mbeya,D4,True,True,gravity,vwc,unknown,soft,enough,spring,communal standpipe,5.4957391006863725,5,functional
31.43,-1.3,Lake Victoria,Kagera,D7,True,True,india mark ii,vwc,never pay,soft,insufficient,machine dbh,hand pump,5.594862331542801,8,non functional
38.39,-6.33,Wami / Ruvu,Pwani,D1,True,True,ksb,wua,pay per bucket,soft,enough,river,communal standpipe,2.995732273553991,3,functional
34.5,-9.82,Lake Nyasa,Iringa,D5,True,False,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,6.115892125483034,16,functional
38.86,-6.78,Wami / Ruvu,Pwani,D2,True,True,mono,private operator,pay per bucket,soft,enough,river,communal standpipe,3.6888794541139363,6,functional
36.66,-3.36,Pangani,Arusha,D3,False,True,submersible,water board,other,soft,insufficient,machine dbh,communal standpipe,6.835184586147301,13,functional needs repair
31.09,-6.41,Lake Rukwa,Rukwa,D1,True,True,other,vwc,pay annually,soft,enough,machine dbh,other,5.0106352940962555,27,non functional
35.28,-10.44,Lake Nyasa,Ruvuma,D2,True,True,gravity,vwc,pay annually,soft,enough,river,communal standpipe,5.298317366548036,4,functional
37.13,-3.21,Pangani,Kilimanjaro,D5,True,True,gravity,water board,pay per bucket,soft,enough,spring,communal standpipe,4.0943445622221,14,functional
30.63,-2.69,Lake Victoria,Kagera,D30,True,False,india mark ii,vwc,never pay,soft,enough,shallow well,hand pump,6.020025972800595,5,functional
38.48,-5.11,Pangani,Tanga,D2,True,True,windmill,vwc,never pay,salty,unknown,machine dbh,communal standpipe,5.19295685089021,3,non functional
34.32,-2.98,Lake Victoria,Shinyanga,D1,True,False,nira/tanira,wug,never pay,soft,enough,shallow well,hand pump,5.703782474656201,6,functional
30.21,-4.62,Lake Tanganyika,Kigoma,D2,True,True,gravity,water board,pay monthly,soft,enough,river,communal standpipe multiple,6.620073206530356,15,functional
29.82,-4.52,Lake Tanganyika,Kigoma,D2,True,False,other,private operator,never pay,soft,enough,rainwater harvesting,communal standpipe,5.857933154483459,2,functional
37.61,-3.2,Pangani,Kilimanjaro,D1,True,True,gravity,company,pay monthly,soft,enough,spring,communal standpipe,4.382026634673881,33,functional
36.78,-3.35,Pangani,Arusha,D7,True,False,gravity,wua,unknown,soft,insufficient,rainwater harvesting,communal standpipe,6.214608098422191,1,functional
36.42,-8.65,Rufiji,Morogoro,D4,True,True,gravity,wug,pay monthly,soft,enough,river,communal standpipe,4.31748811353631,5,functional
34.65,-9.35,Rufiji,Iringa,D4,True,True,gravity,wua,pay monthly,soft,enough,spring,communal standpipe,3.912023005428146,3,functional
35.16,-3.95,Internal,Manyara,D3,True,True,gravity,parastatal,never pay,soft,enough,spring,communal standpipe,4.882801922586371,1,functional
35.37,-3.53,Internal,Arusha,D30,True,True,submersible,vwc,pay per bucket,soft,enough,machine dbh,communal standpipe,5.634789603169249,7,functional
34.04,-3.53,Internal,Shinyanga,D2,True,False,nira/tanira,wug,other,soft,enough,shallow well,hand pump,6.214608098422191,6,functional
36.98,-6.14,Wami / Ruvu,Morogoro,D1,True,True,ksb,vwc,pay per bucket,salty,enough,machine dbh,communal standpipe,5.438079308923196,5,non functional
39.51,-7.0,Wami / Ruvu,Dar es Salaam,D3,True,False,mono,vwc,pay per bucket,soft,enough,machine dbh,communal standpipe,5.298317366548036,3,functional
35.92,-5.95,Wami / Ruvu,Dodoma,D5,True,False,other,vwc,never pay,coloured,insufficient,shallow well,other,5.737381174257634,11,functional needs repair
34.11,-2.88,Lake Victoria,Shinyanga,D1,True,False,other,wug,pay monthly,soft,enough,other,other,4.605170185988092,1,non functional
39.48,-10.61,Ruvuma / Southern Coast,Mtwara,D4,True,True,submersible,vwc,never pay,soft,dry,machine dbh,communal standpipe multiple,5.298317366548036,31,non functional
36.27,-8.93,Rufiji,Morogoro,D4,False,True,gravity,unknown,never pay,unknown,unknown,river,communal standpipe,5.438079308923196,17,non functional
34.26,-9.32,Lake Nyasa,Iringa,D3,True,False,gravity,vwc,never pay,soft,enough,spring,communal standpipe,4.248495242049359,1,functional
30.56,-5.72,Lake Tanganyika,Rukwa,D1,True,True,other,water authority,never pay,soft,enough,machine dbh,hand pump,5.521460917862246,30,non functional
37.92,-4.17,Pangani,Kilimanjaro,D3,True,True,gravity,vwc,never pay,soft,enough,river,communal standpipe,5.3471075307174685,18,non functional
31.76,-8.44,Lake Rukwa,Rukwa,D2,True,True,gravity,vwc,never pay,soft,insufficient,river,communal standpipe,6.1092475827643655,28,non functional
36.25,-8.19,Rufiji,Morogoro,D3,True,True,nira/tanira,vwc,pay when scheme fails,soft,insufficient,shallow well,hand pump,6.652863029353347,7,functional
38.44,-5.26,Pangani,Tanga,D6,True,True,submersible,vwc,pay per bucket,soft,insufficient,river,communal standpipe,4.605170185988092,3,functional
31.74,-8.76,Lake Rukwa,Rukwa,D2,True,False,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,4.605170185988092,17,functional
38.84,-6.54,Wami / Ruvu,Pwani,D1,True,True,mono,private operator,never pay,soft,enough,river,communal standpipe,2.1972245773362196,7,functional
39.29,-6.97,Wami / Ruvu,Pwani,D43,True,False,submersible,wug,pay per bucket,soft,enough,machine dbh,communal standpipe,8.84246002419529,5,functional
33.86,-1.98,Lake Victoria,Mara,D4,True,True,gravity,vwc,pay per bucket,soft,enough,lake,communal standpipe multiple,5.703782474656201,40,functional
33.33,-2.76,Lake Victoria,Mwanza,D4,True,True,swn 80,vwc,never pay,soft,enough,shallow well,hand pump,6.194405391104672,15,functional
36.48,-3.4,Internal,Arusha,D1,True,True,gravity,vwc,never pay,soft,seasonal,spring,communal standpipe,5.225746673713202,3,functional
34.55,-8.71,Rufiji,Mbeya,D7,True,True,swn 80,vwc,never pay,salty,enough,machine dbh,hand pump,5.594862331542801,8,functional
39.67,-7.96,Rufiji,Pwani,D63,True,False,nira/tanira,vwc,never pay,soft,insufficient,shallow well,hand pump,5.87493073085203,4,functional
37.04,-6.07,Wami / Ruvu,Morogoro,D1,True,True,other,vwc,pay per bucket,soft,insufficient,machine dbh,communal standpipe,5.521460917862246,7,functional
33.88,-9.31,Lake Nyasa,Mbeya,D4,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,5.4957391006863725,5,functional
36.19,-6.15,Wami / Ruvu,Dodoma,D4,True,True,mono,vwc,unknown,soft,dry,machine dbh,communal standpipe,5.4957391006863725,6,non functional
39.0,-10.25,Ruvuma / Southern Coast,Lindi,D53,True,True,gravity,unknown,unknown,unknown,unknown,spring,communal standpipe,5.3471075307174685,39,non functional
34.85,-11.31,Lake Nyasa,Ruvuma,D3,True,True,gravity,vwc,unknown,soft,dry,spring,communal standpipe multiple,4.564348191467836,21,non functional
35.29,-10.81,Ruvuma / Southern Coast,Ruvuma,D2,True,True,gravity,vwc,pay annually,soft,enough,river,communal standpipe,5.1647859739235145,25,functional
32.64,-4.9,Lake Tanganyika,Tabora,D6,True,True,india mark ii,vwc,pay annually,soft,seasonal,shallow well,hand pump,5.972692541927154,11,functional
33.84,-9.29,Lake Nyasa,Mbeya,D4,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,5.4957391006863725,5,non functional
33.07,-3.31,Lake Victoria,Mwanza,D4,True,True,afridev,vwc,never pay,soft,dry,machine dbh,hand pump,6.194405391104672,15,non functional
38.35,-4.9,Pangani,Tanga,D1,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,5.19295685089021,39,non functional
38.86,-10.53,Ruvuma / Southern Coast,Lindi,D3,True,False,other,vwc,never pay,salty,insufficient,machine dbh,communal standpipe multiple,5.720311776607412,34,non functional
39.18,-10.83,Ruvuma / Southern Coast,Mtwara,D33,True,False,gravity,vwc,pay per bucket,soft,enough,spring,communal standpipe,5.703782474656201,36,non functional
36.28,-6.67,Rufiji,Dodoma,D1,True,True,gravity,vwc,never pay,soft,enough,spring,hand pump,5.778840172736036,15,functional
34.04077097505668,-3.2449508692365834,Lake Victoria,Shinyanga,D1,True,False,gravity,parastatal,never pay,soft,seasonal,rainwater harvesting,communal standpipe,6.214608098422191,7,functional
34.58,-9.59,Lake Nyasa,Iringa,D4,True,False,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,3.4011973816621555,11,functional
35.39,-8.46,Rufiji,Iringa,D2,True,False,swn 80,vwc,never pay,soft,enough,shallow well,hand pump,4.248495242049359,10,non functional
30.55,-5.62,Lake Tanganyika,Rukwa,D1,True,True,other,vwc,never pay,soft,enough,machine dbh,hand pump,5.521460917862246,28,non functional
39.25,-10.65,Ruvuma / Southern Coast,Mtwara,D33,True,False,submersible,vwc,pay per bucket,soft,enough,machine dbh,communal standpipe,5.940171252720432,23,functional needs repair
35.87,-4.13,Internal,Manyara,D1,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,3.871201010907891,15,functional
30.22,-4.56,Lake Tanganyika,Kigoma,D2,True,True,gravity,water board,pay monthly,soft,enough,river,communal standpipe multiple,6.29156913955832,38,non functional
34.19,-4.36,Internal,Singida,D1,True,True,submersible,wua,pay per bucket,soft,enough,machine dbh,communal standpipe multiple,5.5134287461649825,9,functional
35.8895238095238,-4.683968253968255,Lake Victoria,Shinyanga,D1,True,False,nira/tanira,wug,unknown,soft,enough,shallow well,hand pump,6.214608098422191,7,functional
34.66,-9.26,Rufiji,Iringa,D4,True,True,gravity,wua,pay monthly,soft,enough,spring,communal standpipe,4.442651256490317,2,functional
34.68,-10.72,Lake Nyasa,Ruvuma,D3,True,True,gravity,vwc,unknown,unknown,dry,spring,communal standpipe multiple,5.298317366548036,0,non functional
35.44,-8.1,Rufiji,Iringa,D1,True,True,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,5.0106352940962555,7,functional
35.52,-10.66,Ruvuma / Southern Coast,Ruvuma,D4,True,True,nira/tanira,vwc,pay monthly,soft,dry,shallow well,hand pump,5.857933154483459,15,non functional
33.62,-9.22,Lake Nyasa,Mbeya,D4,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,5.4957391006863725,5,functional
34.77619047619048,-6.565,Lake Victoria,Mwanza,D6,True,True,other,vwc,unknown,unknown,dry,shallow well,other,6.194405391104672,15,non functional
33.43,-2.82,Lake Victoria,Mwanza,D4,True,True,nira/tanira,vwc,pay annually,soft,enough,machine dbh,hand pump,6.194405391104672,15,functional
34.52,-9.12,Rufiji,Iringa,D4,True,True,gravity,wua,pay annually,soft,enough,river,communal standpipe,4.143134726391533,39,functional
35.55,-7.95,Rufiji,Iringa,D1,True,True,gravity,vwc,pay monthly,soft,enough,spring,communal standpipe,4.248495242049359,29,functional
32.31,-4.44,Lake Tanganyika,Tabora,D4,True,True,nira/tanira,vwc,never pay,soft,dry,shallow well,hand pump,5.4957391006863725,7,non functional
35.84,-4.15,Internal,Manyara,D1,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,2.302585092994046,3,functional
39.57,-10.61,Ruvuma / Southern Coast,Mtwara,D4,True,False,nira/tanira,vwc,never pay,soft,enough,rainwater harvesting,hand pump,6.525029657843462,7,functional
35.12,-8.57,Rufiji,Iringa,D2,True,True,swn 80,vwc,pay annually,soft,enough,hand dtw,hand pump,4.248495242049359,10,functional
39.41,-6.97,Wami / Ruvu,Dar es Salaam,D3,True,False,submersible,other - school,pay per bucket,soft,enough,machine dbh,communal standpipe,5.0106352940962555,3,non functional
38.35,-10.9,Ruvuma / Southern Coast,Mtwara,D63,True,True,india mark ii,vwc,never pay,coloured,dry,machine dbh,hand pump,4.564348191467836,6,non functional
33.9,-9.42,Lake Nyasa,Mbeya,D4,True,True,gravity,water authority,unknown,soft,enough,river,communal standpipe,5.4957391006863725,5,non functional
31.79,-1.41,Lake Victoria,Kagera,D2,True,True,gravity,vwc,never pay,soft,enough,spring,improved spring,5.913279930309456,15,functional needs repair
33.99,-8.84,Rufiji,Mbeya,D7,True,True,other,vwc,never pay,soft,seasonal,machine dbh,other,5.594862331542801,8,non functional
39.2,-7.44,Rufiji,Pwani,D4,True,False,india mark ii,vwc,never pay,soft,enough,hand dtw,hand pump,5.703782474656201,4,functional
38.3,-4.64,Pangani,Tanga,D1,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,5.19295685089021,26,functional
34.78,-4.85,Internal,Singida,D4,True,True,windmill,wug,pay per bucket,soft,dry,machine dbh,communal standpipe multiple,3.912023005428146,8,non functional
35.09,-9.08,Rufiji,Iringa,D4,True,False,gravity,vwc,pay monthly,soft,enough,river,communal standpipe,3.912023005428146,3,functional
39.43,-10.99,Ruvuma / Southern Coast,Mtwara,D33,True,False,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,6.059123195581797,1,functional needs repair
31.52,-8.11,Lake Tanganyika,Rukwa,D2,True,True,gravity,vwc,pay when scheme fails,soft,enough,river,communal standpipe,5.703782474656201,26,non functional
33.01,-8.44,Lake Rukwa,Mbeya,D1,True,True,india mark ii,vwc,pay per bucket,soft,enough,shallow well,hand pump,5.778840172736036,4,functional
36.8,-3.5,Pangani,Arusha,D2,True,True,gravity,vwc,unknown,soft,insufficient,spring,communal standpipe,5.703782474656201,35,non functional
34.57,-9.35,Lake Nyasa,Iringa,D4,True,False,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,3.5553480614894135,7,functional
37.65,-3.25,Pangani,Kilimanjaro,D1,True,True,gravity,company,pay monthly,soft,insufficient,spring,communal standpipe,4.382026634673881,11,non functional
31.75,-8.66,Lake Rukwa,Rukwa,D2,True,False,other,vwc,never pay,soft,enough,shallow well,other,5.703782474656201,18,non functional
34.79,-9.47,Rufiji,Iringa,D4,True,False,other - rope pump,parastatal,never pay,soft,enough,shallow well,hand pump,6.802394763324311,1,non functional
31.41,-1.21,Lake Victoria,Kagera,D7,True,True,swn 80,vwc,pay monthly,soft,insufficient,shallow well,hand pump,5.594862331542801,8,non functional
32.93,-3.56,Lake Victoria,Shinyanga,D3,True,False,other,unknown,unknown,unknown,unknown,rainwater harvesting,other,6.214608098422191,6,functional
34.67,-9.3,Rufiji,Iringa,D4,True,True,gravity,wua,pay monthly,soft,enough,spring,communal standpipe,4.31748811353631,3,functional
36.63,-6.45,Wami / Ruvu,Dodoma,D0,True,True,gravity,other,never pay,soft,seasonal,rainwater harvesting,communal standpipe,5.754345263426148,15,functional needs repair
36.65,-3.13,Internal,Arusha,D2,True,True,gravity,vwc,never pay,fluoride,enough,spring,communal standpipe,5.0106352940962555,13,functional
32.78,-4.27,Lake Tanganyika,Tabora,D1,False,False,nira/tanira,vwc,never pay,soft,seasonal,shallow well,hand pump,5.778840172736036,6,non functional
35.47,-10.63,Ruvuma / Southern Coast,Ruvuma,D2,True,True,gravity,vwc,pay when scheme fails,soft,enough,shallow well,communal standpipe,5.298317366548036,10,functional
37.29,-11.23,Ruvuma / Southern Coast,Ruvuma,D1,True,False,swn 80,vwc,pay annually,soft,enough,machine dbh,hand pump,5.298317366548036,13,functional
30.52,-3.8,Lake Tanganyika,Kigoma,D1,True,False,gravity,vwc,unknown,soft,enough,river,communal standpipe multiple,5.438079308923196,25,non functional
33.75,-9.57,Lake Nyasa,Mbeya,D3,True,True,gravity,water authority,pay monthly,soft,enough,spring,communal standpipe,5.778416335036015,38,functional
38.92,-10.12,Ruvuma / Southern Coast,Lindi,D53,True,False,other,vwc,never pay,salty,dry,shallow well,other,6.214608098422191,32,non functional
39.55,-10.02,Ruvuma / Southern Coast,Lindi,D62,True,True,india mark ii,vwc,unknown,soft,enough,machine dbh,hand pump,5.703782474656201,4,functional
34.71,-9.29,Rufiji,Iringa,D4,True,True,gravity,vwc,pay monthly,soft,enough,river,communal standpipe,4.007333185232471,3,functional
33.88,-9.41,Lake Nyasa,Mbeya,D4,True,True,gravity,water authority,unknown,soft,enough,river,communal standpipe,5.4957391006863725,5,non functional
38.72,-6.93,Wami / Ruvu,Pwani,D3,True,False,india mark ii,vwc,pay per bucket,salty,enough,machine dbh,hand pump,6.684611727667927,7,non functional
34.32639000116998,-5.111763689296185,Lake Tanganyika,Mwanza,D6,True,True,swn 80,vwc,unknown,unknown,dry,machine dbh,hand pump,6.194405391104672,15,non functional
37.22,-6.52,Wami / Ruvu,Morogoro,D1,True,True,submersible,vwc,never pay,soft,enough,machine dbh,communal standpipe,5.181783550292085,27,non functional
35.8,-3.26,Internal,Arusha,D30,True,True,gravity,vwc,pay per bucket,soft,seasonal,river,communal standpipe,4.700480365792417,4,functional
34.76,-9.12,Rufiji,Iringa,D4,True,True,gravity,wua,pay monthly,soft,enough,spring,communal standpipe,4.31748811353631,2,functional
31.32,-2.65,Lake Tanganyika,Kagera,D4,True,True,nira/tanira,vwc,pay monthly,soft,enough,shallow well,hand pump,5.4957391006863725,6,functional needs repair
37.28,-3.45,Pangani,Kilimanjaro,D5,True,True,gravity,water board,other,soft,enough,spring,communal standpipe,6.040254711277414,3,functional
37.83,-6.77,Wami / Ruvu,Morogoro,D2,True,True,gravity,vwc,pay per bucket,soft,enough,river,communal standpipe,5.298317366548036,7,functional
36.09,-8.37,Rufiji,Morogoro,D3,True,True,other,vwc,pay when scheme fails,soft,insufficient,shallow well,other,6.551080335043404,31,non functional
33.48,-2.6,Lake Victoria,Mwanza,D2,True,True,other,vwc,never pay,salty,enough,shallow well,other,6.194405391104672,15,non functional
33.22,-2.72,Lake Victoria,Mwanza,D4,True,True,mono,vwc,pay per bucket,soft,enough,machine dbh,communal standpipe multiple,6.194405391104672,15,functional
31.52,-1.58,Lake Victoria,Kagera,D2,True,True,swn 80,vwc,never pay,salty,enough,shallow well,hand pump,5.913279930309456,15,functional
36.64,-3.22,Pangani,Arusha,D2,True,True,gravity,vwc,pay when scheme fails,soft,enough,spring,communal standpipe,5.0106352940962555,13,functional
35.6,-10.79,Ruvuma / Southern Coast,Ruvuma,D2,True,True,india mark ii,vwc,pay when scheme fails,soft,seasonal,shallow well,hand pump,6.1092475827643655,29,functional
30.88,-1.43,Lake Victoria,Kagera,D1,True,True,gravity,vwc,never pay,soft,dry,spring,communal standpipe,5.778840172736036,7,non functional
30.5,-5.63,Lake Tanganyika,Rukwa,D1,True,True,other,vwc,pay monthly,soft,enough,machine dbh,hand pump,5.703782474656201,31,non functional
35.88,-3.22,Internal,Arusha,D30,True,True,gravity,vwc,pay per bucket,soft,enough,river,communal standpipe,5.298317366548036,4,functional
37.09,-3.19,Pangani,Kilimanjaro,D7,True,True,gravity,water board,pay monthly,soft,enough,spring,communal standpipe,4.382026634673881,11,functional
37.73,-4.09,Pangani,Kilimanjaro,D3,True,True,submersible,water authority,pay per bucket,soft,insufficient,machine dbh,communal standpipe,6.040254711277414,42,functional
36.86,-3.36,Pangani,Arusha,D7,True,False,gravity,wua,unknown,soft,insufficient,rainwater harvesting,communal standpipe,6.1092475827643655,1,functional
34.35,-4.31,Internal,Singida,D1,True,True,submersible,vwc,pay monthly,soft,dry,machine dbh,communal standpipe,5.501258210544727,7,non functional
34.91,-9.21,Rufiji,Iringa,D4,True,False,other - rope pump,vwc,never pay,soft,enough,hand dtw,hand pump,3.6888794541139363,3,non functional
33.18,-3.81,Internal,Shinyanga,D3,True,True,nira/tanira,wug,never pay,soft,seasonal,shallow well,hand pump,6.214608098422191,6,functional
33.45,-3.07,Lake Victoria,Mwanza,D4,True,True,other,vwc,never pay,soft,seasonal,machine dbh,other,6.194405391104672,15,non functional
34.40777777777778,-7.512222222222222,Lake Victoria,Shinyanga,D1,True,False,swn 80,wug,unknown,soft,enough,shallow well,hand pump,6.214608098422191,7,functional
36.19,-6.08,Wami / Ruvu,Dodoma,D4,True,True,nira/tanira,vwc,never pay,soft,insufficient,rainwater harvesting,hand pump,5.4957391006863725,6,functional
36.9,-7.84,Rufiji,Morogoro,D3,True,True,gravity,vwc,pay monthly,soft,insufficient,river,communal standpipe,5.521460917862246,33,functional needs repair
38.86,-6.78,Wami / Ruvu,Pwani,D2,True,True,mono,private operator,pay per bucket,soft,insufficient,river,communal standpipe,2.995732273553991,1,functional
40.01,-10.21,Ruvuma / Southern Coast,Mtwara,D1,True,True,submersible,vwc,pay per bucket,soft,enough,machine dbh,communal standpipe multiple,4.605170185988092,28,functional
34.86,-10.06,Lake Nyasa,Iringa,D5,True,False,gravity,vwc,pay when scheme fails,soft,enough,spring,communal standpipe,4.02535169073515,4,functional
39.16,-10.8,Ruvuma / Southern Coast,Mtwara,D33,True,False,gravity,vwc,pay per bucket,soft,insufficient,spring,communal standpipe multiple,5.703782474656201,36,non functional
34.7319425052384,-4.746840185636137,Lake Victoria,Shinyanga,D1,True,False,nira/tanira,wug,unknown,soft,enough,shallow well,hand pump,6.214608098422191,7,functional
34.77,-5.41,Internal,Singida,D2,True,True,mono,vwc,pay per bucket,soft,insufficient,machine dbh,communal standpipe,5.298317366548036,13,functional
33.56,-2.53,Lake Victoria,Mwanza,D2,True,True,nira/tanira,vwc,never pay,soft,dry,shallow well,hand pump,6.194405391104672,15,functional
31.98,-6.7,Lake Rukwa,Rukwa,D1,True,True,india mark ii,vwc,pay annually,salty,enough,machine dbh,hand pump,4.382026634673881,25,functional
34.16,-3.05,Lake Victoria,Shinyanga,D6,True,True,nira/tanira,wug,never pay,soft,enough,shallow well,hand pump,6.214608098422191,6,functional
31.07,-1.54,Lake Victoria,Kagera,D1,True,True,nira/tanira,wug,pay per bucket,soft,seasonal,rainwater harvesting,communal standpipe,5.778840172736036,7,functional
33.78,-9.52,Lake Nyasa,Mbeya,D3,True,True,gravity,vwc,never pay,soft,dry,spring,communal standpipe,5.778416335036015,38,non functional
32.12,-3.38,Lake Tanganyika,Shinyanga,D5,True,True,nira/tanira,wug,unknown,soft,enough,shallow well,hand pump,6.214608098422191,6,functional
33.79,-3.51,Internal,Shinyanga,D2,True,False,nira/tanira,wug,never pay,salty,enough,shallow well,hand pump,6.214608098422191,6,functional
32.8,-8.92,Lake Rukwa,Mbeya,D6,False,False,nira/tanira,vwc,never pay,soft,insufficient,shallow well,hand pump,5.972692541927154,17,functional
32.59,-4.22,Lake Tanganyika,Shinyanga,D3,True,True,nira/tanira,wug,unknown,milky,enough,shallow well,hand pump,6.214608098422191,6,functional
30.5,-3.59,Lake Tanganyika,Kigoma,D1,True,False,gravity,vwc,unknown,soft,insufficient,spring,improved spring,4.787491742782046,11,functional
35.59,-6.7,Rufiji,Dodoma,D4,True,True,india mark ii,unknown,unknown,salty,dry,shallow well,hand pump,5.4957391006863725,6,non functional
38.52,-5.61,Pangani,Tanga,D6,True,True,submersible,vwc,pay per bucket,soft,seasonal,river,communal standpipe,6.214608098422191,8,functional
33.64,-9.35,Lake Nyasa,Mbeya,D4,True,True,gravity,vwc,never pay,soft,insufficient,river,communal standpipe,5.4957391006863725,5,functional needs repair
37.62,-3.05,Internal,Kilimanjaro,D1,True,True,gravity,company,pay monthly,soft,insufficient,spring,communal standpipe,4.382026634673881,51,non functional
31.04,-7.51,Lake Tanganyika,Rukwa,D3,True,False,other,vwc,never pay,unknown,unknown,shallow well,other,5.0106352940962555,18,non functional
29.93,-4.82,Lake Tanganyika,Kigoma,D2,True,True,gravity,vwc,pay annually,soft,enough,river,communal standpipe multiple,5.953243334287785,37,functional needs repair
39.23,-7.23,Wami / Ruvu,Pwani,D4,True,False,other,vwc,never pay,soft,dry,shallow well,other,4.007333185232471,7,non functional
35.85,-6.35,Rufiji,Dodoma,D4,True,True,submersible,vwc,unknown,soft,dry,machine dbh,communal standpipe,5.4957391006863725,6,non functional
33.43,-2.66,Lake Victoria,Mwanza,D2,True,True,other,vwc,never pay,soft,enough,shallow well,hand pump,6.194405391104672,15,functional
35.86,-7.53,Rufiji,Iringa,D1,True,True,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,4.248495242049359,24,functional
33.45,-3.13,Lake Victoria,Mwanza,D4,True,True,other,vwc,never pay,soft,insufficient,shallow well,other,6.194405391104672,15,non functional
35.8,-10.72,Ruvuma / Southern Coast,Ruvuma,D2,True,True,gravity,vwc,never pay,soft,dry,river,communal standpipe,5.298317366548036,30,non functional
38.36,-5.02,Pangani,Tanga,D2,True,False,gravity,vwc,never pay,soft,dry,spring,communal standpipe,5.298317366548036,39,non functional
33.49,-2.61,Lake Victoria,Mwanza,D2,True,True,nira/tanira,vwc,never pay,salty,enough,shallow well,hand pump,6.194405391104672,15,non functional
29.83,-4.87,Lake Tanganyika,Kigoma,D3,True,True,gravity,vwc,pay annually,soft,enough,river,communal standpipe,4.90527477843843,34,functional needs repair
39.78,-10.6,Ruvuma / Southern Coast,Mtwara,D1,True,True,mono,vwc,pay per bucket,soft,enough,machine dbh,communal standpipe multiple,6.684611727667927,2,functional
34.65,-9.66,Lake Nyasa,Iringa,D5,True,False,gravity,vwc,pay monthly,soft,enough,spring,communal standpipe,3.4011973816621555,8,functional
32.63,-3.81,Lake Victoria,Shinyanga,D3,True,True,other,private operator,unknown,milky,seasonal,shallow well,other,6.214608098422191,7,functional
33.65,-9.33,Lake Nyasa,Mbeya,D4,True,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,5.4957391006863725,5,non functional
33.92,-9.69,Lake Nyasa,Mbeya,D3,True,True,swn 80,vwc,never pay,soft,unknown,hand dtw,hand pump,5.778416335036015,38,functional
38.36,-6.64,Wami / Ruvu,Pwani,D1,False,True,ksb,private operator,pay per bucket,soft,enough,river,communal standpipe,2.772588722239781,1,functional
33.05,-9.1,Lake Rukwa,Mbeya,D6,True,False,nira/tanira,vwc,pay when scheme fails,soft,enough,shallow well,hand pump,5.972692541927154,17,non functional
37.48,-4.4,Pangani,Manyara,D4,True,True,gravity,vwc,never pay,soft,enough,river,communal standpipe,5.298317366548036,13,non functional
35.8,-4.44,Internal,Dodoma,D1,True,False,gravity,vwc,never pay,soft,enough,spring,communal standpipe,5.778840172736036,5,functional needs repair
33.92,-9.7,Lake Nyasa,Mbeya,D3,True,True,gravity,vwc,never pay,soft,dry,spring,communal standpipe,5.778416335036015,38,non functional
33.85,-8.83,Rufiji,Mbeya,D7,True,True,gravity,wua,pay monthly,soft,insufficient,river,communal standpipe,5.594862331542801,8,functional needs repair
31.52,-8.3,Lake Tanganyika,Rukwa,D2,True,True,gravity,private operator,pay per bucket,soft,insufficient,river,communal standpipe,5.298317366548036,39,functional
34.06,-1.59,Lake Victoria,Mara,D3,True,True,afridev,vwc,unknown,soft,enough,hand dtw,hand pump,5.768320995793772,1,functional
34.64,-11.09,Lake Nyasa,Ruvuma,D3,True,True,gravity,parastatal,pay monthly,soft,enough,spring,communal standpipe,6.429719478039138,21,functional
34.44,-9.18,Rufiji,Iringa,D3,True,True,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,3.2188758248682006,4,functional
30.86,-2.99,Lake Tanganyika,Kigoma,D1,True,False,gravity,vwc,unknown,soft,enough,spring,communal standpipe,6.396929655216146,6,functional
35.86,-10.55,Rufiji,Ruvuma,D5,True,True,gravity,parastatal,never pay,soft,seasonal,river,communal standpipe,5.488937726156687,3,functional
